transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
636,2023-05-09,6:15:00,12,Female,21,Beauty,3,500,230,1500
1636,2023-07-22,11:26:00,12,Female,21,Beauty,3,500,150,1500
129,2023-04-17,17:42:00,12,Female,21,Beauty,2,300,75,600
1129,2023-09-08,21:46:00,12,Female,21,Beauty,2,300,156,600
537,2023-10-01,18:07:00,12,Female,21,Beauty,1,500,275,500
1537,2022-11-29,17:57:00,12,Female,21,Beauty,1,500,140,500
131,2023-09-29,22:32:00,12,Female,21,Beauty,2,300,375,600
1131,2022-12-31,19:16:00,12,Female,21,Beauty,2,300,336,600
276,2023-10-18,21:27:00,12,Female,21,Beauty,4,25,27.5,100
1276,2022-10-11,18:54:00,12,Female,21,Beauty,4,25,27,100
409,2023-12-17,12:30:00,12,Female,21,Electronics,3,300,87,900
1409,2023-11-22,12:15:00,12,Female,21,Electronics,3,300,138,900
577,2022-04-21,11:55:00,13,Male,21,Beauty,4,500,215,2000
1577,2022-09-11,6:22:00,13,Male,21,Beauty,4,500,160,2000
900,2022-11-10,8:41:00,13,Male,21,Clothing,2,30,15.6,60
1900,2022-01-21,6:43:00,13,Male,21,Clothing,2,30,10.8,60
61,2023-07-07,11:47:00,13,Male,21,Beauty,4,50,20,200
1061,2023-09-18,7:56:00,13,Male,21,Beauty,4,50,12.5,200
242,2023-10-01,18:28:00,13,Male,21,Clothing,1,25,8,25
1242,2023-11-27,18:32:00,13,Male,21,Clothing,1,25,11.25,25
853,2023-05-14,22:29:00,13,Male,21,Beauty,2,500,155,1000
1853,2023-05-29,18:39:00,13,Male,21,Beauty,2,500,190,1000
843,2023-01-25,22:46:00,14,Male,21,Beauty,3,500,180,1500
1843,2023-09-21,18:58:00,14,Male,21,Beauty,3,500,240,1500
867,2022-07-24,22:40:00,14,Male,21,Electronics,1,500,185,500
1867,2023-05-16,19:55:00,14,Male,21,Electronics,1,500,190,500
446,2022-11-02,19:57:00,14,Male,21,Electronics,1,50,13,50
1446,2022-01-23,18:55:00,14,Male,21,Electronics,1,50,23.5,50
212,2023-10-12,18:13:00,14,Male,21,Clothing,3,500,215,1500
1212,2022-03-16,18:05:00,14,Male,21,Clothing,3,500,265,1500
261,2022-02-06,17:48:00,14,Male,21,Clothing,2,25,8.25,50
1261,2022-09-27,21:19:00,15,Male,21,Clothing,2,25,6.25,50
801,2022-12-01,17:14:00,15,Male,21,Clothing,4,50,19,200
1801,2022-07-10,22:01:00,15,Male,21,Clothing,4,50,13.5,200
343,2022-11-09,18:44:00,15,Male,21,Electronics,2,25,30,50
1343,2023-10-21,20:10:00,15,Male,21,Electronics,2,25,28.5,50
389,2022-11-11,19:06:00,15,Male,21,Clothing,2,25,12.25,50
1389,2023-09-27,18:11:00,15,Male,21,Clothing,2,25,9.5,50
420,2022-01-02,10:53:00,16,Female,22,Clothing,4,500,200,2000
1420,2022-04-15,7:01:00,16,Female,22,Clothing,4,500,205,2000
44,2022-03-03,11:07:00,16,Female,22,Clothing,1,25,11.75,25
1044,2022-02-20,9:08:00,16,Female,22,Clothing,1,25,7.5,25
339,2022-08-18,10:27:00,16,Female,22,Electronics,2,25,10.25,50
1339,2022-11-10,10:34:00,16,Female,22,Electronics,2,25,7.5,50
76,2023-09-09,7:33:00,16,Female,22,Electronics,2,50,14.5,100
1076,2023-07-14,11:09:00,16,Female,22,Electronics,2,50,15,100
406,2023-04-01,11:50:00,16,Female,22,Beauty,4,25,11,100
1406,2023-06-22,8:45:00,16,Female,22,Beauty,4,25,10,100
836,2023-06-21,6:32:00,16,Female,22,Clothing,1,50,27.5,50
1836,2023-02-13,17:19:00,16,Female,22,Clothing,1,50,23.5,50
273,2023-09-26,20:24:00,16,Female,22,Beauty,1,50,14.5,50
1273,2023-06-20,20:39:00,16,Female,22,Beauty,1,50,25.5,50
114,2022-04-17,20:57:00,16,Female,22,Beauty,4,25,9.25,100
1114,2022-08-18,22:19:00,16,Female,22,Beauty,4,25,12,100
105,2023-06-18,18:05:00,16,Female,22,Electronics,1,500,230,500
1105,2022-11-12,19:09:00,16,Female,22,Electronics,1,500,270,500
695,2022-04-03,22:12:00,16,Female,22,Electronics,3,50,21,150
1695,2023-09-21,20:51:00,16,Female,22,Electronics,3,50,23,150
296,2022-12-31,22:44:00,16,Female,22,Clothing,4,300,369,1200
1296,2022-11-26,20:42:00,16,Female,22,Clothing,4,300,342,1200
919,2023-10-28,21:13:00,16,Female,22,Beauty,2,25,27.75,50
1919,2022-10-25,17:54:00,16,Female,22,Beauty,2,25,26.5,50
393,2022-10-19,18:52:00,16,Female,22,Beauty,2,500,595,1000
1393,2022-10-08,17:24:00,16,Female,22,Beauty,2,500,580,1000
141,2022-11-01,19:26:00,16,Female,22,Electronics,1,50,59,50
1141,2023-09-17,19:13:00,16,Female,22,Electronics,1,50,58,50
317,2022-05-04,7:54:00,17,Male,22,Electronics,3,30,12,90
1317,2022-08-25,8:02:00,17,Male,22,Electronics,3,30,12,90
933,2022-09-19,7:53:00,17,Male,22,Beauty,1,30,12.9,30
1933,2022-01-12,11:04:00,17,Male,22,Beauty,1,30,14.4,30
42,2022-12-08,8:29:00,17,Male,22,Clothing,3,300,147,900
1042,2022-02-11,6:21:00,17,Male,22,Clothing,3,300,150,900
606,2023-06-13,20:19:00,17,Male,22,Electronics,1,50,19.5,50
1606,2023-10-19,19:52:00,17,Male,22,Electronics,1,50,26.5,50
881,2023-12-21,20:52:00,18,Male,22,Electronics,1,300,99,300
1881,2023-07-11,17:23:00,18,Male,22,Electronics,1,300,147,300
447,2023-04-18,17:57:00,18,Male,22,Beauty,4,500,245,2000
1447,2022-05-30,22:21:00,18,Male,22,Beauty,4,500,155,2000
13,2023-02-08,17:43:00,18,Male,22,Electronics,3,500,245,1500
1013,2022-07-16,19:38:00,18,Male,22,Electronics,3,500,200,1500
926,2023-10-06,22:53:00,18,Male,22,Electronics,1,30,15.6,30
1926,2023-08-07,20:22:00,18,Male,22,Electronics,1,30,9.6,30
880,2023-09-26,20:13:00,18,Male,22,Beauty,2,500,175,1000
1880,2023-06-14,20:03:00,18,Male,22,Beauty,2,500,175,1000
597,2022-11-01,19:29:00,18,Male,22,Beauty,4,300,111,1200
1597,2023-08-28,18:21:00,18,Male,22,Beauty,4,300,78,1200
149,2023-10-14,17:52:00,18,Male,22,Clothing,3,25,27,75
1149,2023-09-14,19:23:00,18,Male,22,Clothing,3,25,29.75,75
20,2023-12-12,21:35:00,18,Male,22,Clothing,3,300,345,900
1020,2022-11-22,18:30:00,18,Male,22,Clothing,3,300,300,900
965,2022-11-27,21:45:00,18,Male,22,Clothing,4,50,13,200
1965,2022-12-12,20:03:00,18,Male,22,Clothing,4,50,21.5,200
231,2022-07-09,7:02:00,19,Female,23,Clothing,3,50,26.5,150
1231,2022-01-29,7:05:00,19,Female,23,Clothing,3,50,23,150
432,2022-03-10,11:31:00,19,Female,23,Electronics,2,500,190,1000
929,2022-03-11,10:18:00,19,Female,23,Beauty,3,25,10.5,75
1929,2022-09-15,6:50:00,19,Female,23,Beauty,3,25,12.75,75
235,2022-03-10,10:13:00,20,Female,23,Electronics,2,500,275,1000
1235,2022-04-04,6:44:00,20,Female,23,Electronics,2,500,220,1000
240,2022-11-05,11:49:00,20,Female,23,Beauty,1,300,123,300
1240,2022-08-07,7:42:00,20,Female,23,Beauty,1,300,90,300
294,2023-10-09,9:24:00,20,Female,23,Clothing,3,30,15.3,90
1294,2023-01-24,11:24:00,20,Female,23,Clothing,3,30,10.5,90
274,2023-04-14,7:12:00,20,Female,23,Clothing,2,500,150,1000
1274,2023-10-06,9:01:00,21,Female,23,Clothing,2,500,185,1000
116,2023-06-22,20:04:00,21,Female,23,Clothing,1,30,15,30
1116,2022-08-15,22:26:00,21,Female,23,Clothing,1,30,12.3,30
241,2023-12-19,20:21:00,21,Female,23,Electronics,3,25,26.75,75
1241,2023-09-10,17:28:00,21,Female,23,Electronics,3,25,24.5,75
948,2023-12-10,22:06:00,21,Female,23,Electronics,3,25,28.75,75
1948,2023-09-17,21:09:00,21,Female,23,Electronics,3,25,24.5,75
998,2023-10-21,17:32:00,21,Female,23,Beauty,4,25,30.5,100
1998,2023-10-20,19:53:00,21,Female,23,Beauty,4,25,24,100
845,2022-10-27,10:12:00,22,Male,23,Clothing,1,500,145,500
11,2022-02-27,10:30:00,22,Male,23,Clothing,2,50,23.5,100
1011,2022-04-01,6:48:00,22,Male,23,Clothing,2,50,19,100
256,2022-01-09,8:05:00,22,Male,23,Clothing,2,500,270,1000
1256,2022-11-05,9:58:00,22,Male,23,Clothing,2,500,190,1000
663,2023-08-16,6:32:00,22,Male,23,Clothing,4,300,87,1200
1663,2023-12-07,7:04:00,22,Male,23,Clothing,4,300,81,1200
426,2023-12-13,8:11:00,22,Male,23,Electronics,3,50,12.5,150
1426,2023-12-12,11:32:00,22,Male,23,Electronics,3,50,25,150
39,2023-07-11,22:44:00,22,Male,23,Clothing,4,30,8.7,120
1039,2023-12-03,20:01:00,22,Male,23,Clothing,4,30,13.8,120
263,2022-05-04,21:48:00,23,Male,23,Beauty,2,30,34.8,60
1263,2022-09-07,20:49:00,23,Male,23,Beauty,2,30,35.4,60
644,2022-10-13,21:49:00,23,Male,23,Beauty,3,25,29,75
1644,2022-09-11,19:32:00,23,Male,23,Beauty,3,25,28.75,75
858,2023-09-08,18:48:00,23,Male,23,Electronics,2,50,50.5,100
1858,2023-09-14,20:47:00,23,Male,23,Electronics,2,50,52,100
147,2022-11-12,20:30:00,23,Male,23,Electronics,1,300,297,300
1147,2023-11-25,22:14:00,23,Male,23,Electronics,1,300,330,300
370,2023-10-24,21:04:00,23,Male,23,Electronics,2,30,34.8,60
1370,2022-11-04,22:51:00,23,Male,23,Electronics,2,30,36,60
369,2023-12-13,19:42:00,23,Male,23,Electronics,3,500,215,1500
747,2022-10-21,18:12:00,24,Male,23,Beauty,1,30,9.3,30
1369,2022-10-10,21:14:00,24,Male,23,Electronics,3,500,180,1500
1747,2023-09-05,18:22:00,24,Male,23,Beauty,1,30,16.2,30
496,2022-12-12,13:07:00,24,Male,23,Clothing,2,300,141,600
1496,2022-09-03,15:05:00,24,Male,23,Clothing,2,300,120,600
879,2022-11-13,16:51:00,24,Male,23,Clothing,1,30,15.3,30
1879,2022-11-18,15:27:00,24,Male,23,Clothing,1,30,16.2,30
768,2022-06-27,6:50:00,25,Female,24,Beauty,3,25,10.5,75
1768,2022-07-31,9:52:00,25,Female,24,Beauty,3,25,8.75,75
372,2022-06-19,11:45:00,25,Female,24,Beauty,3,500,140,1500
1372,2022-03-18,10:53:00,25,Female,24,Beauty,3,500,145,1500
585,2023-06-06,21:49:00,25,Female,24,Clothing,1,25,13.75,25
1585,2023-10-05,20:00:00,25,Female,24,Clothing,1,25,7.25,25
583,2022-01-28,19:44:00,25,Female,24,Electronics,4,25,7.75,100
1583,2023-11-12,22:54:00,25,Female,24,Electronics,4,25,13,100
762,2023-11-27,17:49:00,25,Female,24,Electronics,2,25,10.25,50
1762,2023-11-15,18:43:00,25,Female,24,Electronics,2,25,11,50
505,2022-12-17,7:25:00,26,Male,24,Beauty,1,50,19.5,50
1505,2022-10-30,8:00:00,26,Male,24,Beauty,1,50,14.5,50
964,2022-08-26,8:18:00,26,Male,24,Clothing,3,300,156,900
1964,2022-08-02,8:27:00,26,Male,24,Clothing,3,300,111,900
185,2022-06-27,9:48:00,26,Male,24,Clothing,1,25,7,25
1185,2022-10-04,10:28:00,26,Male,24,Clothing,1,25,10.25,25
553,2023-03-20,6:17:00,26,Male,24,Clothing,4,300,81,1200
1553,2023-01-29,8:46:00,26,Male,24,Clothing,4,300,99,1200
866,2023-07-06,18:16:00,26,Male,24,Electronics,1,50,22.5,50
1866,2023-08-17,22:38:00,26,Male,24,Electronics,1,50,20,50
669,2022-01-23,20:24:00,26,Male,24,Beauty,4,300,87,1200
1669,2022-08-04,22:28:00,26,Male,24,Beauty,4,300,123,1200
495,2022-06-24,21:06:00,26,Male,24,Beauty,2,30,11.7,60
1495,2023-03-14,22:37:00,26,Male,24,Beauty,2,30,16.2,60
513,2022-10-21,18:31:00,26,Male,24,Electronics,4,25,24.5,100
1513,2022-10-01,21:47:00,26,Male,24,Electronics,4,25,31,100
485,2022-11-08,17:30:00,27,Male,24,Electronics,1,30,11.4,30
1485,2022-09-24,18:29:00,27,Male,24,Electronics,1,30,15.6,30
771,2023-12-24,12:23:00,27,Male,24,Electronics,2,25,11.75,50
1771,2023-09-13,13:41:00,27,Male,24,Electronics,2,25,10.75,50
740,2022-12-01,6:58:00,28,Female,25,Beauty,4,50,13,200
1740,2022-07-16,6:01:00,28,Female,25,Beauty,4,50,27,200
170,2023-09-21,20:46:00,28,Female,25,Clothing,2,25,12.5,50
1170,2023-01-06,17:13:00,28,Female,25,Clothing,2,25,8,50
560,2023-10-23,22:51:00,28,Female,25,Electronics,1,50,19,50
1560,2022-11-13,17:16:00,28,Female,25,Electronics,1,50,18.5,50
567,2023-05-08,19:53:00,28,Female,25,Clothing,3,300,144,900
1567,2023-04-07,17:10:00,28,Female,25,Clothing,3,300,162,900
224,2022-11-11,21:32:00,28,Female,25,Clothing,1,50,24,50
1224,2022-01-20,17:10:00,28,Female,25,Clothing,1,50,20,50
330,2022-10-11,20:18:00,28,Female,25,Beauty,4,50,55,200
1330,2023-11-24,17:49:00,28,Female,25,Beauty,4,50,48,200
373,2022-09-23,22:19:00,28,Female,25,Beauty,2,300,333,600
1373,2023-10-02,20:26:00,28,Female,25,Beauty,2,300,294,600
405,2022-10-17,17:55:00,28,Female,25,Clothing,4,300,324,1200
1405,2023-10-28,20:08:00,28,Female,25,Clothing,4,300,342,1200
868,2023-12-04,13:39:00,29,Female,25,Electronics,1,300,111,300
1868,2022-12-06,16:23:00,29,Female,25,Electronics,1,300,138,300
269,2022-09-19,11:31:00,30,Male,25,Clothing,4,500,250,2000
1269,2022-01-01,8:09:00,30,Male,25,Clothing,4,500,145,2000
68,2022-12-15,9:06:00,30,Male,25,Electronics,1,300,84,300
1068,2022-09-14,10:11:00,30,Male,25,Electronics,1,300,111,300
748,2023-03-01,9:35:00,30,Male,25,Clothing,3,50,24,150
1748,2023-03-02,10:24:00,30,Male,25,Clothing,3,50,15.5,150
539,2023-11-30,18:13:00,30,Male,25,Beauty,1,500,205,500
1539,2022-12-06,21:52:00,30,Male,25,Beauty,1,500,170,500
449,2022-01-03,18:28:00,30,Male,25,Electronics,4,50,26.5,200
1449,2022-04-26,18:42:00,30,Male,25,Electronics,4,50,23.5,200
128,2022-12-21,22:22:00,30,Male,25,Beauty,1,500,180,500
1128,2022-01-04,17:35:00,31,Male,25,Beauty,1,500,135,500
773,2023-01-14,19:10:00,31,Male,25,Electronics,4,500,175,2000
1773,2023-12-12,18:50:00,31,Male,25,Electronics,4,500,165,2000
427,2023-11-16,21:26:00,31,Male,25,Electronics,1,25,11.75,25
1427,2023-07-15,18:36:00,31,Male,25,Electronics,1,25,11.5,25
925,2022-12-20,17:12:00,31,Male,25,Electronics,1,300,315,300
1925,2023-12-21,17:05:00,31,Male,25,Electronics,1,300,366,300
350,2022-11-20,17:41:00,31,Male,25,Beauty,3,25,28.5,75
1350,2023-11-08,22:02:00,31,Male,25,Beauty,3,25,29.25,75
555,2022-12-14,19:35:00,31,Male,25,Beauty,1,300,360,300
1555,2022-12-19,18:54:00,31,Male,25,Beauty,1,300,312,300
610,2022-12-18,6:56:00,32,Female,26,Beauty,2,300,93,600
1610,2022-11-23,10:18:00,32,Female,26,Beauty,2,300,102,600
2,2022-06-24,10:07:00,32,Female,26,Clothing,2,500,135,1000
1002,2022-03-02,9:24:00,32,Female,26,Clothing,2,500,270,1000
884,2023-02-18,20:31:00,32,Female,26,Clothing,2,30,7.5,60
1884,2023-07-09,21:45:00,32,Female,26,Clothing,2,30,11.4,60
307,2022-11-11,22:54:00,32,Female,26,Electronics,2,25,8.5,50
1307,2022-01-29,22:11:00,32,Female,26,Electronics,2,25,11.75,50
915,2023-10-11,19:06:00,32,Female,26,Beauty,3,30,12.9,90
1915,2023-07-10,22:50:00,33,Female,26,Beauty,3,30,9.3,90
56,2022-12-27,19:37:00,33,Female,26,Clothing,3,300,120,900
1056,2022-04-17,19:46:00,33,Female,26,Clothing,3,300,114,900
321,2023-09-24,19:53:00,33,Female,26,Electronics,2,25,9.5,50
1321,2023-04-23,22:54:00,33,Female,26,Electronics,2,25,10.5,50
474,2022-05-08,17:57:00,33,Female,26,Clothing,3,500,210,1500
1474,2022-05-15,20:49:00,33,Female,26,Clothing,3,500,255,1500
850,2023-09-14,19:01:00,33,Female,26,Beauty,2,500,235,1000
1850,2022-02-16,20:44:00,33,Female,26,Beauty,2,500,240,1000
632,2023-10-25,20:13:00,33,Female,26,Electronics,4,25,24.75,100
1632,2022-10-19,18:16:00,33,Female,26,Electronics,4,25,24.75,100
626,2022-10-30,21:01:00,33,Female,26,Clothing,4,500,555,2000
1626,2022-10-10,19:13:00,33,Female,26,Clothing,4,500,495,2000
707,2023-10-23,20:34:00,33,Female,26,Clothing,1,500,580,500
1707,2023-09-17,18:35:00,33,Female,26,Clothing,1,500,535,500
710,2022-09-03,21:11:00,33,Female,26,Electronics,3,500,495,1500
1710,2022-10-23,20:14:00,33,Female,26,Electronics,3,500,610,1500
453,2022-10-14,14:45:00,33,Female,26,Clothing,2,500,265,1000
1453,2023-10-14,13:24:00,34,Female,26,Clothing,2,500,205,1000
309,2023-10-12,15:39:00,34,Female,26,Beauty,1,25,9,25
1309,2022-09-30,16:50:00,34,Female,26,Beauty,1,25,9.5,25
475,2022-08-12,10:39:00,35,Male,26,Clothing,3,25,9,75
1475,2022-10-04,7:03:00,35,Male,26,Clothing,3,25,10.75,75
248,2022-07-02,7:11:00,35,Male,26,Clothing,3,300,126,900
1248,2022-09-08,8:20:00,35,Male,26,Clothing,3,300,111,900
899,2023-05-22,21:34:00,35,Male,26,Clothing,2,300,153,600
1899,2023-05-03,21:03:00,35,Male,26,Clothing,2,300,99,600
159,2022-11-10,21:30:00,35,Male,26,Clothing,4,50,23.5,200
1159,2023-04-02,18:08:00,35,Male,26,Clothing,4,50,18,200
772,2023-04-14,21:47:00,35,Male,26,Electronics,1,30,16.2,30
1772,2022-02-03,19:06:00,35,Male,26,Electronics,1,30,13.2,30
